id,nombre,descripcion,email,telefono,servicios,horario_atencion,url,direccion,referencia,codigo_postal,via,tipo_via,codigo_barrio,barrio,codigo_distrito,distrito,latitud,longitud,transporte,tipo_transporte,accesibilidad,tipo_num,num,planta,puerta,fax,horario
39693,Oficina de Turismo de Irán,NA,iran@iransara.es,915 643 613,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66e6e7510551c010VgnVCM2000000c205a0aRCRD,NA,NA,28006,MARIA DE MOLINA,CALLE,6,CASTELLANA,4,SALAMANCA,40.043758,-3.6847934,"Metro: Avenida de América (líneas 4, 6, 7, 9), Gregorio Marañón (líneas 7, 10), Núñez de Balboa (líneas 5, 9)  Bus: 16, 19, 51, 9, 12  Bicimad: Estación 140 (calle Velázquez, 130)","Metro,Bus,Bicimad",3,V,26,PRIMERA,IZQUIERDA,NA,NA
7834,Oficina de Turismo de Jordania,NA,spain@visitjordan.com,915 428 006,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad3d19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28006,MONTESA,CALLE,5,LISTA,4,SALAMANCA,40.430608,-3.6722235,"Metro: Diego de León (líneas 4, 5 y 6), Manuel Becerra (líneas 2 y 6)  Bus: 12, 210, 43, 48, 56, C1, 1, 74  Bicimad: Estación 192 (avenida de los Toreros, 3) / Estación 145 (calle Ortega y Gasset, 87)","Metro,Bus,Bicimad",3,V,41,NA,NA,NA,NA
52471,Oficina de Turismo de Malta,NA,maltaembassy.madrid@gov.mt,913 913 061,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f6e7510551c010VgnVCM2000000c205a0aRCRD,Localizada en la Embajada de Malta,NA,28046,CASTELLANA,PASEO,4,ALMAGRO,7,CHAMBERI,40.043570,-3.6896704,"Metro: Gregorio Marañón (líneas 7, 10), Rubén Darío (línea 5)  Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45,   Bicimad: Estación 141 (Paseo de la Castellana, 43)","Metro,Bus,Bicimad",3,V,45,SEXTA,DERECHA,NA,NA
7824,Oficina de Turismo de Marruecos,NA,NA,915 412 995,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fbd19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28008,VENTURA RODRIGUEZ,CALLE,2,ARGUELLES,9,MONCLOA-ARAVACA,40.042421,-3.7145709,"Metro: Ventura Rodríguez (línea 3), Plaza de España (línea 3)  Bus: 62, 74  Bicimad: Estación 116B (Plaza de España)  Aparcamiento: Plaza de España (53), Plaza de España","Metro,Bus,Bicimad",3,V,24,PRIMERA,IZQUIERDA,NA,NA
7826,Oficina de Turismo de Perú,NA,info@oficinacomercialdeperu.es,911 937 511,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4ed19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28006,MARQUES DE SALAMANCA,PLAZA,5,LISTA,4,SALAMANCA,40.429681,-3.6792853,"Metro: Lista (línea 4), Diego de León (línea 4, 5, 9), Núñez de Balboa (línea 5, 9)  Bus: 1, 74, 29, 52  Bicimad: Estación 186 (calle General Pardiñas, 56)  Aparcamiento: Marqués de Salamanca (25), Plaza Marques de Salamanca","Metro,Bus,Bicimad",3,V,10,NA,NA,NA,NA
7835,Oficina de Turismo de Polonia,NA,info.es@polonia.travel,915 414 808,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47fd19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28008,PRINCESA,CALLE,2,ARGUELLES,9,MONCLOA-ARAVACA,40.042474,-3.7128566,"Metro: Plaza de España (líneas 3, 10), Ventura Rodríguez (línea 3), Noviciado (línea 2)  Bus: 001, 1, 2, 133, 138, 44, C2, C1, 39, 74  Bicimad: estación 14 Ventrura Rodriguez (Ventura Rodriguez, 2) estación116B (Plaza de España)  Aparcamiento: Plaza de España (53), Plaza de España","Metro,Bus,Bicimad",3,V,3,NA,LOCAL 1310,NA,NA
5405234,Oficina de Turismo de Portugal,NA,info.espanha@turismodeportugal.pt,917 617 230,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3ad9a4aca553210VgnVCM2000000c205a0aRCRD,NA,NA,28001,LAGASCA,CALLE,6,CASTELLANA,4,SALAMANCA,40.429919,-3.6847431,"Metro: Núñez de Balboa (líneas 5, 9), Serrano (línea 4), Velázquez (línea 4)  Bus: 1, 19, 51, 74, 9  Bicimad: Estación 103 (Calle José Ortega y Gasset, 4)","Metro,Bus,Bicimad",3,V,88,CUARTA,B,NA,NA
181856,Oficina de Turismo de República Checa,NA,madrid@czechtourism.com,913 592 527,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9980e4e6d41c010VgnVCM2000000c205a0aRCRD,NA,NA,28016,PIO XII,AVENIDA,5,NUEVA ESPAÑA,5,CHAMARTIN,40.466195,-3.6749261,"Metro: Pío XII (línea 9), Duque de Pastrana (línea 9)  Bus: 150, 16, 29, 107, 70","Metro,Bus,",3,V,22,NA,NA,NA,NA
7829,Oficina de Turismo de República Dominicana,NA,espana@mitur.gob.do,914 177 375,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c1e19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28014,ALCALA,CALLE,1,RECOLETOS,4,SALAMANCA,40.041983,-3.6913871,"Metro: Banco España (línea 2)  Bus: 14, 150, 27, 37, 45, 5, 53, C03, 203, N27, E1, 001, 1, 146, 15, 2, 20, 51, 52, 74  Renfe: Recoletos  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)","Metro,Renfe,Bus,",3,V,59,CUARTA,NA,NA,NA
7832,Oficina de Turismo de Turquía,NA,info@turismodeturquia.com,915 597 014,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a66e19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28014,ANTONIO MAURA,CALLE,5,LOS JERONIMOS,3,RETIRO,40.041640,-3.6897711,"Metro: Retiro (línea 2), Banco de España (línea 2), Estación del Arte (Atocha) (línea 1)  Bus: 19  Bicimad: Estación 65 (calle Antonio Maura, 15)  Renfe: Atocha (C1, C2, C3, C4, C5, C7, C10)  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)","Metro,Renfe,Bus,Bicimad",3,V,18,SEGUNDA,D,915 476 287,NA
7841,Oficina de Turismo de Túnez,NA,info.madrid@discovertunisia.com,915 481 435,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=145e19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28015,RODRIGUEZ SAN PEDRO,CALLE,2,ARAPILES,7,CHAMBERI,40.043158,-3.7055131,"Metro: San Bernardo (líneas 2, 4),  Quevedo (línea 2)  Bus: 3, 37, 149  Bicimad: Estación 3 (Plaza del Conde Suchil 2-4)","Metro,Bus,Bicimad",3,V,2,NA,OFICINA 1108,915 483 705,NA
5405423,Oficina de Turismo de Venezuela,NA,conve.esmdr@mppre.gob.ve,915 558 452,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2457116bb1653210VgnVCM2000000c205a0aRCRD,Localizada en la Embajada de Venezuela,NA,28010,ELOY GONZALO,CALLE,3,TRAFALGAR,7,CHAMBERI,40.043470,-3.6990941,"Metro: Iglesia (línea 1)  Bus: 16, 61, 3, 37, 5  Bicimad: Estación 246 (Santa Engracia 87)","Metro,Bus,Bicimad",3,V,40,DECIMA TERCERA,NA,NA,NA
190857,Oficina de Turismo de la Comunidad de Madrid. Aeropuerto Adolfo Suárez Madrid Barajas (T4) - (T1),NA,turismo@madrid.org,913 338 247,NA,de 8:00 a 20:00 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28aa8f79e9c70110VgnVCM1000000b205a0aRCRD,NA,NA,28042,HISPANIDAD,AVENIDA,2,AEROPUERTO,21,BARAJAS,40.045189,-3.5859701,Metro: Línea 8 - estación Aeropuerto T-4   Bus: Línea 201 Barajas - Aeropuerto T4,"Metro,Bus,",3,V,2,NA,NA,NA,"T4: Lunes a sábado, de 8 a 20 horas. Domingos y festivos, de 9 a 14 horas.  T1: Lunes a sábado, de 8 a 15:30 horas. Domingos y festivos, de 9 a 14 horas. (Cerrada temporalmente)  Cerradas los días 1 de enero, 1 de mayo y 25 de diciembre."
68611,Oficina de Turismo de la Comunidad de Madrid. Estación de Atocha,NA,turismo@madrid.org,915 284 630,NA,de 8:00 a 20:00 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f1f96e2cf41c010VgnVCM2000000c205a0aRCRD,NA,NA,28045,EMPERADOR CARLOS V,PLAZA,7,ATOCHA,2,ARGANZUELA,40.40768,-3.6918482,"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 27, 34, C03, C1, 59, 6, 85, E1, 102, 86, C2, 001, 10, 14, 119, 36, 41, 19, 45, 26, 32  Renfe: Atocha (C1, C2, C3, C4, C5, C7, C10)  Bicimad: Estación 50 (calle Santa Isabel, 57) / Estación 51 (Ronda Atocha, 2)  Aparcamiento: Sánchez Bustillo (37), calle Sánchez Bustillo","Metro,Renfe,Bus,Bicimad",3,V,3,NA,NA,NA,"De lunes a viernes, de 8 a 20 horas. Sábados, de 8 a 15:30 horas. Domingos y festivos, de 9 a 14 horas. Cerrado 1 enero, 1 mayo y 25 diciembre."
7844,Oficina de información turística de Castilla y León en Madrid,NA,oficinademadridfundacionsiglo@gmail.com,915 780 324,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c93c19d41471c010VgnVCM1000000b205a0aRCRD,NA,NA,28009,ALCALA,CALLE,1,RECOLETOS,4,SALAMANCA,40.042177,-3.6828394,"Metro: Retiro (línea 2), Principe de Vergara (línea 2), Velázquez (línea 4)  Bus: 146, 15, 52, 1, 19, 51, 74, 9, 20   Bicimad: Estación 102: calle Alcalá, 95 / Estación 96: calle Alcalá, 111","Metro,Bus,Bicimad",3,V,105,BAJA,NA,NA,Consultar.
11051271,Oficina de promoción de Castilla - La Mancha en Madrid,NA,infoopclm@jccm.es,648 224 754 / 680 221 008 / 682 222 156,NA,NA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7750a11f811e610VgnVCM2000001f4a900aRCRD,NA,NA,28013,GRAN VIA,CALLE,1,PALACIO,1,CENTRO,40.042090,-3.7072953,"Metro: Santo Domingo (línea 2), Callao (líneas 1 y 3).  Bus: 001, 1, 146, 2, 3, 46, 74, 133, 147, 148, 44, 75  Bicimad: Estación 2 (calle Miguel Moya, 1) / Estación 22 (calle Jacometrezzo, 3) / Estación 23 (Plaza Santo Domingo, 1)  Aparcamientos: Isabel la Católica (98), Calle de Isabel la Católica / Luna-Tudescos (14), P. Sta M&amp;ordf; Soledad Torres Acosta / El Corte Inglés Callao (92), Plaza de Callao","Metro,Bus,Bicimad",3,V,45,NA,NA,NA,Consultar.
5631196,Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2 (Entre salas 5 y 6),NA,turismo@esmadrid.com,915 787 810,"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales  Acceso adaptado Lengua de signos en remoto Blucle magnético Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad .",de 8:00 a 20:00 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88dfad2e06ea7210VgnVCM2000000c205a0aRCRD,NA,AEROPUERTO DE BARAJAS. SALAS 5 Y 6,28042,HISPANIDAD,AVENIDA,2,AEROPUERTO,21,BARAJAS,40.045188,-3.5859807,Metro: Aeropuerto T2 (línea 8)  Bus: 200 y autobús Express aeropuerto,"Metro,Bus,","1,4,6",V,0,NA,NA,NA,"Lunes a domingo, de 8 a 20 horas."
178759,Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4 (Sala 10),NA,turismo@esmadrid.com,915 787 810,"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y e-mail turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales Acceso adaptado  Lengua de signos en remoto Bucle magnético Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.",de 8:00 a 20:00 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f871c7a2c61c010VgnVCM1000000b205a0aRCRD,NA,AEROPUERTO DE BARAJAS. SALAS 10,28042,HISPANIDAD,AVENIDA,2,AEROPUERTO,21,BARAJAS,40.045188,-3.5859807,Metro: Aeropuerto T 4 (línea 8)  Bus: 200 y Exprés Aeropuerto  Renfe: Aeropuerto T 4,"Metro,Renfe,Bus,","1,4,6",V,0,NA,NA,NA,"Lunes a domingo, de 8 a 20 horas."
